,duration,src_bytes,dst_bytes,wrong_fragment,urgent,attack_state
96,0,259,750,0,0,0
97,1082,147,105,0,0,0
98,0,0,0,0,0,1
99,0,0,354,0,0,0
100,0,309,306,0,0,0
101,0,0,0,0,0,0
102,0,278,7227,0,0,0
103,0,28,0,3,0,1
104,0,313,761,0,0,0
105,0,219,1212,0,0,0
106,0,245,9165,0,0,0
107,0,328,2243,0,0,0
108,0,0,0,0,0,0
109,0,251,301,0,0,0
110,0,2089,335,0,0,0
111,0,0,0,0,0,0
112,0,237,511,0,0,0
113,0,324,431,0,0,0
114,25950,1,0,0,0,1
115,0,0,0,0,0,1
116,0,105,145,0,0,0
117,0,218,974,0,0,0
118,0,325,2649,0,0,0
119,0,0,0,0,0,1
120,0,0,0,0,0,1
121,0,0,0,0,0,1
122,240,328,275,0,0,0
123,0,0,0,0,0,1
124,0,9,138,0,0,0
125,0,46,46,0,0,0
126,1,1079,334,0,0,0
127,0,45,139,0,0,0
128,26,273,903,0,0,0
129,0,0,0,0,0,1
130,0,0,0,0,0,1
131,0,237,138,0,0,0
132,0,225,1357,0,0,0
133,0,0,0,0,0,1
134,0,0,0,0,0,1
135,0,147,0,0,0,0
136,0,262,1011,0,0,0
137,0,1032,0,0,0,1
138,0,0,0,0,0,1
139,0,261,8412,0,0,0
140,0,0,0,0,0,1
141,0,0,0,0,0,1
142,0,294,1719,0,0,0
143,0,221,981,0,0,0
144,0,284,10352,0,0,0
145,0,0,0,0,0,1
146,0,309,16096,0,0,0
147,0,334,0,0,0,1
148,0,0,0,0,0,1
149,0,0,0,0,0,1
150,0,214,283,0,0,0
151,0,0,0,0,0,1
152,0,0,0,0,0,1
153,0,0,0,0,0,1
154,0,46,78,0,0,0
155,0,748,0,0,0,0
156,0,0,0,0,0,1
157,0,8,0,0,0,1
158,0,0,0,0,0,1
159,0,329,8437,0,0,0
160,0,9,0,0,0,0
161,0,46,128,0,0,0
162,0,1766,0,0,0,0
163,0,0,0,0,0,1
164,9015,1,0,0,0,1
165,7,8,135,0,0,0
166,0,266,529,0,0,0
167,0,245,0,0,0,0
168,0,295,465,0,0,0
169,0,0,0,0,0,1
170,0,228,6834,0,0,0
171,0,1032,0,0,0,1
172,0,0,0,0,0,1
173,0,0,0,0,0,1
174,0,0,0,0,0,1
175,0,0,0,0,0,0
176,0,0,0,0,0,1
177,0,1,0,0,0,1
178,0,0,0,0,0,1
179,0,30,0,0,0,0
180,1,2078,333,0,0,0
181,0,19,0,0,0,0
182,0,661,329,0,0,0
183,0,28,0,3,0,1
184,0,0,0,0,0,1
185,0,0,0,0,0,1
186,0,0,0,0,0,1
187,0,1075,364,0,0,0
188,0,223,656,0,0,0
189,15159,350,1185,0,0,1
190,0,233,2470,0,0,0
191,0,0,0,0,0,1
192,0,0,0,0,0,1
193,0,201,1938,0,0,0
194,0,271,4781,0,0,0
195,0,14416,0,0,0,0
196,0,227,11564,0,0,0
197,0,0,0,0,0,1
198,0,225,2445,0,0,0
199,0,176,426,0,0,0
200,0,0,0,0,0,1
201,0,227,762,0,0,0
202,0,855,575,0,0,0
203,0,944,330,0,0,0
204,0,954,326,0,0,0
205,0,0,0,0,0,1
206,0,166,34660,0,0,0
207,0,306,2698,0,0,0
208,0,0,0,0,0,1
209,0,0,0,0,0,1
210,0,1480,0,1,0,1
211,0,0,0,0,0,1
212,0,313,8549,0,0,0
213,0,0,0,0,0,1
214,0,0,0,0,0,1
215,0,285,6008,0,0,0
216,0,226,1411,0,0,0
217,0,256,12984,0,0,0
218,1,3740,449,0,0,0
219,0,224,449,0,0,0
220,0,0,0,0,0,1
221,4,832,0,0,0,1
222,0,0,0,0,0,1
223,0,8,0,0,0,1
224,0,201,169,0,0,0
225,0,285,304,0,0,0
226,0,0,0,0,0,1
227,0,7422,0,0,0,0
228,0,198,12884,0,0,0
229,20,2310,328,0,0,0
230,0,331,955,0,0,0
231,0,65,0,0,0,0
232,0,28,0,3,0,1
233,0,45,77,0,0,0
234,0,0,0,0,0,1
235,0,0,0,0,0,1
236,0,0,0,0,0,1
237,0,9,142,0,0,0
238,0,283,912,0,0,0
239,0,221,1789,0,0,0
240,0,18,0,0,0,1
241,0,0,0,0,0,1
242,0,0,0,0,0,1
243,0,0,0,0,0,1
244,0,302,1380,0,0,0
245,0,0,0,0,0,1
246,0,8,0,0,0,1
247,0,0,0,0,0,1
248,0,355,870,0,0,0
249,0,8,0,0,0,1
250,18,106,1468,0,0,0
251,0,286,1423,0,0,0
252,9235,1,0,0,0,1
253,0,0,0,0,0,1
254,0,1032,0,0,0,1
255,0,168,9551,0,0,0
256,0,238,864,0,0,0
257,0,0,0,0,0,1
258,0,291,10369,0,0,0
259,0,0,0,0,0,1
260,0,749,330,0,0,0
261,0,198,6924,0,0,0
262,0,0,0,0,0,1
263,0,167,709,0,0,0
264,0,241,851,0,0,0
265,0,337,3360,0,0,0
266,0,729,328,0,0,0
267,0,8,0,0,0,1
268,0,0,0,0,0,1
269,0,222,1483,0,0,0
270,0,0,0,0,0,1
271,0,0,0,0,0,0
272,0,46,134,0,0,0
273,0,246,2719,0,0,0
274,0,222,771,0,0,0
275,0,0,0,0,0,1
276,0,0,0,0,0,1
277,409,279,9598,0,0,0
278,0,226,651,0,0,0
279,0,299,447,0,0,0
280,0,0,0,0,0,1
281,0,12,0,0,0,0
282,0,281,1951,0,0,0
283,0,0,0,0,0,1
284,0,42,42,0,0,0
285,0,0,0,0,0,1
286,0,0,0,0,0,1
287,0,263,453,0,0,0
288,36613,1,0,0,0,1
289,0,0,0,0,0,0
290,0,0,0,0,0,1
291,0,0,0,0,0,1
292,0,283,1980,0,0,0
293,0,161,5530,0,0,0
294,0,211,321,0,0,0
295,0,201,1701,0,0,0
296,0,8,0,0,0,1
297,0,147,0,0,0,0
298,0,0,0,0,0,1
299,0,567,0,0,0,0
300,0,0,0,0,0,1
301,0,0,0,0,0,1
302,5043,5131424,0,0,0,1
303,0,320,420,0,0,0
304,0,8,0,0,0,1
305,0,0,0,0,0,0
306,0,204,1229,0,0,0
307,0,0,0,0,0,1
308,0,10389,0,0,0,0
309,0,0,0,0,0,1
310,0,344,573,0,0,0
311,0,0,0,0,0,1
312,0,0,0,0,0,1
313,0,243,821,0,0,0
314,0,1032,0,0,0,1
315,0,8,0,0,0,1
316,0,0,0,0,0,1
317,0,105,146,0,0,0
318,0,0,0,0,0,1
319,1,1080,327,0,0,0
320,0,0,0,0,0,1
321,0,0,0,0,0,1
322,0,0,0,0,0,1
323,0,657,326,0,0,0
324,0,0,0,0,0,1
325,0,284,765,0,0,0
326,0,261,15455,0,0,0
327,0,317,315,0,0,0
328,0,33,0,0,0,0
329,0,0,0,0,0,1
330,0,0,0,0,0,1
331,0,44,70,0,0,0
332,0,215,584,0,0,0
333,0,0,0,0,0,1
334,0,332,2844,0,0,0
335,1,978,334,0,0,0
336,0,296,5670,0,0,0
337,0,0,0,0,0,1
338,0,0,0,0,0,1
339,0,214,9986,0,0,0
340,0,0,0,0,0,1
341,0,48,48,0,0,0
342,0,226,1301,0,0,0
343,0,0,0,0,0,1
344,0,78,0,0,0,0
345,0,0,0,0,0,1
346,0,0,0,0,0,0
347,0,0,0,0,0,1
348,0,0,0,0,0,1
349,0,0,0,0,0,1
350,0,294,3327,0,0,0
351,0,0,0,0,0,1
352,0,220,1249,0,0,0
353,0,0,0,0,0,1
354,0,196,3282,0,0,0
355,0,0,0,0,0,1
356,0,327,4482,0,0,0
357,0,0,0,0,0,1
358,0,319,0,0,0,0
359,0,1087,302,0,0,0
360,0,210,3754,0,0,0
361,0,0,0,0,0,1
362,0,0,0,0,0,0
363,0,234,6282,0,0,0
364,0,8,0,0,0,1
365,0,54540,8314,0,0,1
366,0,237,1461,0,0,0
367,0,0,0,0,0,1
368,0,0,0,0,0,1
369,0,200,955,0,0,0
370,0,219,657,0,0,0
371,0,284,5921,0,0,0
372,0,0,0,0,0,1
373,0,325,426,0,0,0
374,0,0,0,0,0,1
375,0,30,0,0,0,0
376,0,335,7902,0,0,0
377,0,36,0,0,0,0
378,0,0,0,0,0,1
379,0,43,43,0,0,0
380,0,0,0,0,0,1
381,0,0,0,0,0,0
382,0,0,0,0,0,1
383,0,0,0,0,0,1
384,0,216,1956,0,0,0
385,0,0,0,0,0,1
386,0,44,78,0,0,0
387,0,347,8113,0,0,0
388,1,570,280,0,0,0
389,0,219,17540,0,0,0
390,0,146,0,0,0,0
391,0,0,0,0,0,1
392,0,0,0,0,0,1
393,0,0,0,0,0,1
394,0,0,0,0,0,1
395,31401,1,0,0,0,1
396,0,0,0,0,0,1
397,0,18,0,0,0,1
398,0,0,4,0,0,0
399,0,233,581,0,0,0
400,0,0,0,0,0,1
401,0,276,0,0,0,0
402,0,44,139,0,0,0
403,0,8,0,0,0,1
404,7805,1828,148722,0,0,0
405,0,200,764,0,0,0
406,0,46,46,0,0,0
407,0,0,0,0,0,1
408,0,0,0,0,0,1
409,0,216,5284,0,0,0
410,0,0,0,0,0,1
411,0,234,997,0,0,0
412,0,220,1643,0,0,0
413,0,0,0,0,0,1
414,0,105,146,0,0,0
415,0,0,0,0,0,0
416,0,0,0,0,0,1
417,0,0,0,0,0,1
418,0,0,0,0,0,1
419,0,288,2881,0,0,0
420,0,0,0,0,0,1
421,0,0,0,0,0,1
422,0,1,0,0,0,1
423,0,28,0,3,0,1
424,0,279,494,0,0,0
425,0,1032,0,0,0,1
426,0,192,0,0,0,0
427,7,105,1401,0,0,0
428,0,0,0,0,0,1
429,10,1330,282,0,0,0
430,0,520,0,0,0,1
431,0,0,0,0,0,1
432,0,230,362,0,0,0
433,0,44,110,0,0,0
434,0,271,3582,0,0,0
435,0,179,1668,0,0,0
436,0,852,0,0,0,0
437,0,222,310,0,0,0
438,0,314,4137,0,0,0
439,0,0,0,0,0,1
440,0,230,6880,0,0,0
441,0,0,0,0,0,1
442,0,0,0,0,0,1
443,0,857,327,0,0,0
444,0,234,1707,0,0,0
445,0,1032,0,0,0,1
446,0,28,0,3,0,1
447,0,0,0,0,0,1
448,0,215,6367,0,0,0
449,0,46,46,0,0,0
450,0,105,146,0,0,0
451,0,0,0,0,0,1
452,0,0,0,0,0,1
453,0,0,0,0,0,1
454,0,305,2507,0,0,0
455,0,0,0,0,0,1
456,0,336,15767,0,0,0
457,0,0,0,0,0,1
458,0,0,0,0,0,1
459,5784,147,105,0,0,0
460,0,335,1212,0,0,0
461,0,0,0,0,0,1
462,0,339,241,0,0,0
463,0,317,3245,0,0,0
464,0,0,0,0,0,1
465,0,54540,8314,0,0,1
466,0,0,0,0,0,1
467,0,42,131,0,0,0
468,0,986,368,0,0,0
469,0,0,0,0,0,1
470,0,183,0,0,0,0
471,0,0,0,0,0,1
472,0,405,23786,0,0,0
473,0,0,0,0,0,1
474,0,785,327,0,0,0
475,0,258,4302,0,0,0
476,0,0,0,0,0,1
477,0,8,0,0,0,1
478,0,318,2649,0,0,0
479,0,0,0,0,0,1
480,0,0,0,0,0,1
481,0,0,0,0,0,1
482,0,216,1240,0,0,0
483,1,0,0,0,0,1
484,0,291,320,0,0,0
485,0,224,546,0,0,0
486,0,0,0,0,0,1
487,0,0,0,0,0,1
488,542,17,42,0,0,0
489,0,0,0,0,0,1
490,0,29,29,0,0,0
491,0,105,147,0,0,0
492,0,30,0,0,0,0
493,0,325,12884,0,0,0
494,0,0,0,0,0,1
495,0,0,0,0,0,0
496,0,12,0,0,0,0
497,0,212,828,0,0,0
498,0,240,1475,0,0,0
499,0,292,13206,0,0,0
500,0,172,12793,0,0,0
501,0,0,0,0,0,1
502,0,310,788,0,0,0
503,0,44,128,0,0,0
504,0,145,0,0,0,0
505,1,1238,2451,0,0,1
506,0,8,0,0,0,1
507,0,45,45,0,0,0
508,0,0,0,0,0,1
509,2,1551,362,0,0,0
510,4,1308,328,0,0,0
511,0,356,1125,0,0,0
512,0,364,6914,0,0,0
513,0,331,776,0,0,0
514,0,30,0,0,0,0
515,0,0,0,0,0,1
516,0,0,0,0,0,1
517,0,247,7546,0,0,0
518,0,300,1841,0,0,0
519,0,0,0,0,0,1
520,0,355,2109,0,0,0
521,0,0,0,0,0,1
522,0,316,1260,0,0,0
523,0,44,136,0,0,0
524,30,1458,4152,0,0,0
525,0,0,0,0,0,1
526,10455,146,105,0,0,0
527,0,0,0,0,0,1
528,0,0,0,0,0,1
529,0,1,0,0,0,1
530,0,0,0,0,0,1
531,0,0,0,0,0,1
532,10326,146,105,0,0,0
533,0,0,0,0,0,1
534,0,13794,2966,0,0,0
535,0,0,0,0,0,1
536,0,911,325,0,0,0
537,0,0,0,0,0,1
538,0,280,3332,0,0,0
539,0,0,0,0,0,1
540,0,0,0,0,0,1
541,0,41,41,0,0,0
542,0,10,139,0,0,0
543,0,311,488,0,0,0
544,0,281,1745,0,0,0
545,0,297,1285,0,0,0
546,0,0,0,0,0,1
547,0,43,72,0,0,0
548,0,0,0,0,0,1
549,0,334,0,0,0,1
550,0,8,0,0,0,1
551,0,215,9399,0,0,0
552,0,0,0,0,0,1
553,0,0,0,0,0,0
554,0,516,4,0,0,0
555,0,0,0,0,0,1
556,0,0,0,0,0,1
557,0,0,0,0,0,1
558,0,0,0,0,0,1
559,28,44,44,0,0,0
560,0,0,0,0,0,1
561,0,676,328,0,0,0
562,0,334,455,0,0,0
563,0,0,0,0,0,1
564,0,0,0,0,0,1
565,0,204,1596,0,0,0
566,0,520,0,0,0,1
567,0,0,0,0,0,1
568,0,192,301,0,0,0
569,0,18,0,0,0,1
570,0,0,0,0,0,1
571,0,0,0,0,0,1
572,0,0,0,0,0,1
573,0,256,4486,0,0,0
574,0,64,0,0,0,0
575,0,46,136,0,0,0
576,0,0,0,0,0,1
577,0,220,253,0,0,0
578,0,41,117,0,0,0
579,0,248,2313,0,0,0
580,0,1250,2451,0,0,1
581,0,0,0,0,0,1
582,0,44,70,0,0,0
583,202,209,1824,0,0,0
584,0,5891,0,0,0,0
585,0,8,0,0,0,1
586,0,276,1767,0,0,0
587,0,231,2304,0,0,0
588,0,0,0,0,0,1
589,0,312,422,0,0,0
590,41285,1,0,0,0,1
591,0,0,0,0,0,1
592,0,29,0,0,0,0
593,0,13239,0,0,0,0
594,0,0,0,0,0,1
595,0,8,223,0,0,0
596,0,0,0,0,0,1
597,0,44,79,0,0,0
598,0,0,0,0,0,1
599,0,0,0,0,0,1
600,0,324,10647,0,0,0
601,0,0,0,0,0,1
602,0,18,0,0,0,1
603,0,355,657,0,0,0
604,13488,1,0,0,0,1
605,0,0,0,0,0,1
606,0,54540,8314,0,0,1
607,0,205,253,0,0,0
608,0,0,0,0,0,1
609,0,325,753,0,0,0
610,0,0,0,0,0,1
611,0,232,193,0,0,0
612,4,886,326,0,0,0
613,0,319,3432,0,0,0
614,0,0,0,0,0,1
615,0,0,0,0,0,1
616,0,147,12141,0,0,0
617,1,1451,330,0,0,0
618,0,54540,8314,0,0,1
619,0,235,1889,0,0,0
620,25,0,0,0,0,1
621,0,0,0,0,0,1
622,0,299,1540,0,0,0
623,0,0,0,0,0,1
624,0,0,0,0,0,1
625,0,0,0,0,0,1
626,0,0,0,0,0,1
627,0,237,241,0,0,0
628,0,0,0,0,0,1
629,3047,146,105,0,0,0
630,0,0,0,0,0,1
631,1327,146,105,0,0,0
632,0,202,1923,0,0,0
633,0,0,0,0,0,1
634,0,383,0,0,0,0
635,0,345,2254,0,0,0
636,0,278,6546,0,0,0
637,0,0,0,0,0,1
638,0,196,16143,0,0,0
639,0,0,0,0,0,1
640,0,277,2253,0,0,0
641,0,203,578,0,0,0
642,0,0,0,0,0,1
643,860,147,105,0,0,0
644,0,0,0,0,0,1
645,0,0,0,0,0,1
646,0,0,0,0,0,1
647,0,0,0,0,0,1
648,0,367,5199,0,0,0
649,0,0,0,0,0,1
650,0,257,23051,0,0,0
651,0,8,0,0,0,1
652,0,44,44,0,0,0
653,0,128,44,0,0,0
654,0,254,523,0,0,0
655,0,225,22996,0,0,0
656,0,775,331,0,0,0
657,475,314,266,0,0,0
658,0,0,0,0,0,1
659,8,525,335,0,0,0
660,0,0,0,0,0,1
661,0,1,0,0,0,1
662,0,213,37327,0,0,0
663,0,190,8654,0,0,0
664,0,0,0,0,0,1
665,0,28,0,3,0,1
666,0,0,0,0,0,1
667,27,1067,3081,0,0,0
668,0,126,44,0,0,0
669,0,333,2547,0,0,0
670,0,0,0,0,0,1
671,0,4491,0,0,0,0
672,0,0,0,0,0,1
673,0,54540,8314,0,0,1
674,0,239,255,0,0,0
675,0,0,0,0,0,0
676,2,1258,359,0,0,0
677,0,0,0,0,0,1
678,0,0,0,0,0,1
679,0,0,0,0,0,0
680,0,42,65,0,0,0
681,0,224,1270,0,0,0
682,0,231,3215,0,0,0
683,5065,147,105,0,0,0
684,0,44,72,0,0,0
685,0,183,0,0,0,0
686,0,0,0,0,0,1
687,0,0,0,0,0,1
688,0,125,179,0,0,1
689,0,13,40,0,0,0
690,0,233,4759,0,0,0
691,0,30,0,0,0,0
692,0,0,0,0,0,1
693,0,278,7958,0,0,0
694,0,0,0,0,0,1
695,0,0,0,0,0,1
696,0,237,5193,0,0,0
697,0,301,2698,0,0,0
698,0,246,3295,0,0,0
699,0,230,12471,0,0,0
700,0,46,82,0,0,0
701,1985,147,105,0,0,0
702,0,0,0,0,0,1
703,0,641,0,0,0,0
704,0,28,0,3,0,1
705,0,0,0,0,0,1
706,0,82,1,0,0,0
707,0,0,0,0,0,1
708,0,0,0,0,0,1
709,0,0,0,0,0,1
710,0,46,80,0,0,0
711,0,0,0,0,0,1
712,0,0,0,0,0,1
713,0,376,345,0,0,0
714,0,0,0,0,0,1
715,5,105,146,0,0,0
716,0,334,0,0,0,1
717,0,0,0,0,0,1
718,0,30,0,0,0,0
719,0,1053,329,0,0,0
720,0,46,130,0,0,0
721,0,45,119,0,0,0
722,1,1539,395,0,0,0
723,0,0,0,0,0,1
724,0,0,0,0,0,1
725,0,358,1758,0,0,0
726,0,44,133,0,0,0
727,0,282,1227,0,0,0
728,0,323,1509,0,0,0
729,0,105,105,0,0,0
730,0,218,358,0,0,0
731,0,0,0,0,0,1
732,0,0,0,0,0,1
733,0,329,303,0,0,0
734,0,788,328,0,0,0
735,0,311,4591,0,0,0
736,0,0,0,0,0,1
737,0,0,0,0,0,1
738,0,35,130,0,0,0
739,0,1032,0,0,0,1
740,0,0,0,0,0,1
741,0,0,0,0,0,1
742,0,59,0,0,0,0
743,0,0,0,0,0,1
744,0,226,1022,0,0,0
745,0,203,2108,0,0,0
746,8,2544,333,0,0,0
747,0,1032,0,0,0,1
748,0,327,6721,0,0,0
749,0,0,0,0,0,1
750,0,0,0,0,0,1
751,0,0,0,0,0,0
752,0,0,0,0,0,1
753,0,0,0,0,0,1
754,0,54540,8314,0,0,1
755,0,0,0,0,0,1
756,0,0,0,0,0,1
757,0,28,0,3,0,1
758,0,8,0,0,0,1
759,0,0,0,0,0,1
760,0,0,0,0,0,1
761,1,763,335,0,0,0
762,0,0,0,0,0,1
763,0,307,8339,0,0,0
764,0,0,0,0,0,1
765,0,0,0,0,0,1
766,0,236,7262,0,0,0
767,0,246,0,0,0,1
768,0,0,0,0,0,1
769,0,0,0,0,0,1
770,0,0,0,0,0,1
771,0,300,13038,0,0,0
772,0,254,390,0,0,0
773,5753,147,105,0,0,0
774,0,0,0,0,0,1
775,17399,1,0,0,0,1
776,0,334,0,0,0,1
777,1,0,0,0,0,1
778,31,1221,3380,0,0,0
779,0,0,0,0,0,1
780,0,8,0,0,0,1
781,0,299,291,0,0,0
782,0,1874,0,0,0,0
783,0,1301,335,0,0,0
784,21263,1,0,0,0,1
785,0,43,132,0,0,0
786,0,1032,0,0,0,1
787,0,0,0,0,0,1
788,0,330,256,0,0,0
789,0,0,0,0,0,1
790,0,302,7497,0,0,0
791,0,0,0,0,0,1
792,0,0,0,0,0,1
793,0,0,0,0,0,1
794,0,0,0,0,0,1
795,0,0,0,0,0,1
796,0,284,307,0,0,0
797,0,0,0,0,0,1
798,0,12,0,0,0,0
799,0,238,276,0,0,0
800,1,1194,482,0,0,0
801,0,6601,0,0,0,0
802,0,12,0,0,0,0
803,2,1452,330,0,0,0
804,2,2194619,0,0,0,0
805,0,0,0,0,0,1
806,0,0,0,0,0,1
807,0,0,0,0,0,1
808,0,240,748,0,0,0
809,0,0,0,0,0,1
810,0,42,42,0,0,0
811,0,0,0,0,0,1
812,0,336,1294,0,0,0
813,3,11436,1383,0,0,0
814,0,0,0,0,0,1
815,0,195,4768,0,0,0
816,0,516,4,0,0,0
817,0,286,3491,0,0,0
818,0,0,0,0,0,1
819,0,215,1062,0,0,0
820,0,196,1337,0,0,0
821,5,722,334,0,0,0
822,0,0,0,0,0,1
823,0,0,0,0,0,1
824,0,214,3477,0,0,0
825,0,0,0,0,0,1
826,0,232,2140,0,0,0
827,0,224,1783,0,0,0
828,0,8,0,0,0,1
829,0,192,0,0,0,0
830,0,294,478,0,0,0
831,0,0,0,0,0,1
832,0,213,259,0,0,0
833,0,0,0,0,0,1
834,8,105,146,0,0,0
835,0,0,0,0,0,1
836,0,303,458,0,0,0
837,0,0,0,0,0,1
838,0,44,126,0,0,0
839,4931,73,45,0,0,0
840,0,197,2276,0,0,0
841,0,0,0,0,0,1
842,0,242,6725,0,0,0
843,0,0,0,0,0,1
844,0,308,607,0,0,0
845,0,0,0,0,0,1
846,0,0,0,0,0,1
847,0,291,868,0,0,0
848,0,0,0,0,0,1
849,0,2697,331,0,0,0
850,0,1,0,0,0,1
851,0,0,0,0,0,1
852,0,0,0,0,0,1
853,0,200,3042,0,0,0
854,0,0,0,0,0,1
855,0,0,0,0,0,1
856,0,8,224,0,0,0
857,0,1032,0,0,0,1
858,0,28,0,3,0,1
859,0,0,0,0,0,1
860,0,341,281,0,0,0
861,0,8,493,0,0,0
862,0,0,0,0,0,1
863,0,0,0,0,0,1
864,1,1483,363,0,0,0
865,0,46,128,0,0,0
866,0,2426,2737,0,0,0
867,0,36,0,0,0,0
868,0,210,1425,0,0,0
869,0,0,0,0,0,1
870,0,0,0,0,0,1
871,0,170,13603,0,0,0
872,0,0,0,0,0,1
873,0,8,0,0,0,1
874,0,0,0,0,0,1
875,0,0,0,0,0,1
876,0,0,0,0,0,1
877,0,0,0,0,0,1
878,0,269,8921,0,0,0
879,0,315,347,0,0,0
880,0,0,0,0,0,1
881,0,0,0,0,0,1
882,0,0,0,0,0,1
883,0,0,0,0,0,1
884,0,216,7384,0,0,0
885,0,0,0,0,0,0
886,0,0,0,0,0,1
887,0,235,12623,0,0,0
888,0,667,332,0,0,0
889,2,1160,333,0,0,0
890,0,8,0,0,0,1
891,2,1299,329,0,0,0
892,0,0,0,0,0,1
893,0,0,0,0,0,1
894,0,711,336,0,0,0
895,0,1032,0,0,0,1
896,0,8,0,0,0,1
897,2,0,0,0,0,1
898,0,0,0,0,0,1
899,0,0,0,0,0,1
900,0,42,42,0,0,0
901,4,0,0,0,0,1
902,0,147,0,0,0,0
903,0,0,0,0,0,0
904,0,0,0,0,0,1
905,0,222,5834,0,0,0
906,0,0,0,0,0,1
907,0,198,1427,0,0,0
908,0,0,0,0,0,1
909,0,520,0,0,0,1
910,0,0,0,0,0,1
911,0,0,0,0,0,1
912,0,0,0,0,0,1
913,0,8,0,0,0,1
914,0,0,0,0,0,1
915,0,0,0,0,0,1
916,0,0,0,0,0,1
917,0,217,1035,0,0,0
918,0,0,0,0,0,1
919,0,8,0,0,0,1
920,0,252,2795,0,0,0
921,0,200,940,0,0,0
922,0,0,0,0,0,1
923,0,243,663,0,0,0
924,0,0,0,0,0,1
925,0,0,0,0,0,0
926,0,0,0,0,0,1
927,0,0,0,0,0,1
928,0,0,0,0,0,1
929,0,0,0,0,0,1
930,0,0,0,0,0,1
931,0,209,2408,0,0,0
932,0,215,11680,0,0,0
933,0,0,0,0,0,1
934,0,31,0,0,0,0
935,0,338,275,0,0,0
936,0,249,27998,0,0,0
937,0,232,5745,0,0,0
938,0,260,283,0,0,0
939,0,0,0,0,0,1
940,0,0,0,0,0,1
941,0,2168,402,0,0,0
942,0,373,0,0,0,0
943,0,347,1417,0,0,0
944,0,354,1875,0,0,0
945,0,0,0,0,0,1
946,0,0,0,0,0,1
947,0,0,0,0,0,1
948,0,0,0,0,0,1
949,0,305,2698,0,0,0
950,0,0,0,0,0,1
951,0,105,147,0,0,0
952,0,221,602,0,0,0
953,0,887,436,0,0,0
954,0,695,328,0,0,0
955,0,520,0,0,0,1
956,0,495,0,0,0,0
957,0,0,0,0,0,1
958,0,0,0,0,0,1
959,0,2760,370,0,0,0
960,0,45,83,0,0,0
961,1,756,332,0,0,0
962,0,0,0,0,0,1
963,0,218,6776,0,0,0
964,0,0,0,0,0,1
965,0,0,0,0,0,1
966,0,0,0,0,0,1
967,0,7196,0,0,0,0
968,0,46,134,0,0,0
969,0,12,0,0,0,0
970,0,45,130,0,0,0
971,0,43,71,0,0,0
972,0,520,0,0,0,1
973,0,206,12642,0,0,0
